nzft_id,entity,entity_clean,transition_plan,coalitions,country_cpi,region_cpi,entity_sector_cpi,entity_subsector_cpi,aum_quartile,aum_or_total_assets
NZFT_00971,kanton basel-stadt (pkbs),Pensionskasse Basel-Stadt (PKBS),False,,Switzerland,Western Europe,Asset Owner,Pension Fund,Medium-small,11286.0
NZFT_00972,kanton bern (bpk),Bernische Pensionskasse (BPK),False,,Switzerland,Western Europe,Asset Owner,Pension Fund,Medium-small,16451.0
NZFT_00974,kanton st. gallen,St. Gallen Pensionskasse,False,,Switzerland,Western Europe,Asset Owner,Pension Fund,Large,71051.0
NZFT_00975,kanton zürich (bvk),Personalvorsorge des Kanton Zürich (BVK),False,,Switzerland,Western Europe,Asset Owner,Pension Fund,Medium-large,41424.0
NZFT_00978,kb asset management,KB Asset Management,False,,"Korea, Republic",East Asia and Pacific,Asset Manager,Asset Manager,Medium-large,50210.0
NZFT_00979,kb financial group,KB Financial Group,False,"NZBA, PCAF, PRB","Korea, Republic",East Asia and Pacific,Bank,Universal Bank,Large,523330.0
NZFT_00980,kb insurance,KB Insurance,False,PSI,"Korea, Republic",East Asia and Pacific,Insurer,Insurance,Large,512635.0
NZFT_00982,kbc group nv,KBC Group,True,"PCAF, PRB, PSI",Belgium,Western Europe,Bank,Commercial Bank,Large,285660.0
NZFT_00983,kbi global investors,KBI Global Investors,False,"NZAM, CA100, PRI",Ireland,Western Europe,Asset Manager,Asset Manager,Medium-small,10500.0
NZFT_00984,kcb,KCB,True,"NZBA, PCAF, PRB, PSI",Kenya,Sub-Saharan Africa,Bank,Universal Bank,Medium-small,16780.0
NZFT_00985,kenfo,KENFO,False,"NZAOA, PRI",Germany,Western Europe,Asset Manager,Asset Manager,Medium-large,25000.0
NZFT_00986,kent pension fund (lgps),Kent Pension Fund (LGPS),False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,10026.0
NZFT_00988,kentucky retirement systems (krs),Kentucky Retirement Systems (KRS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,16594.0
NZFT_00989,kern county employees' retirement association (kcera),Kern County Employees' Retirement Association (KCERA),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,5302.0
NZFT_00991,keva,Keva,False,PRI,Finland,Western Europe,Asset Owner,Pension Fund,Medium-large,67097.0
NZFT_00992,kgal,KGAL,False,PRI,Germany,Western Europe,Asset Manager,Asset Manager,Medium-small,13854.0
NZFT_00993,khazanah,Khazanah,False,,Malaysia,East Asia and Pacific,Asset Owner,Sovereign Wealth Fund,Medium-large,29000.0
NZFT_00995,king street capital,King Street Capital,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Hedge Fund,Medium-large,32200.0
NZFT_00996,kiwisaver,KiwiSaver,False,,New Zealand,Other Oceania,Asset Owner,Pension Fund,Medium-large,66711.0
NZFT_00997,kiwoom amc,Kiwoom Assest Management,False,,"Korea, Republic",East Asia and Pacific,Asset Manager,Asset Manager,Medium-large,36900.0
NZFT_00998,kkr,KKR,False,"IFRS, PCAF",United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Large,637572.0
NZFT_00999,klp group,KLP Group,True,PRI,United Kingdom,Western Europe,Asset Manager,Asset Manager,Large,77204.0
NZFT_01000,knights of columbus asset,Knights of Columbus Asset Advisors,False,IFRS,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,27000.0
NZFT_01003,korea investment corporation,Korea Investment Corporation,False,PRI,"Korea, Republic",East Asia and Pacific,Asset Owner,Sovereign Wealth Fund,Large,132986.0
NZFT_01004,korea itmc,Korea ITMC,False,,"Korea, Republic",East Asia and Pacific,Asset Manager,Asset Manager,Medium-large,42636.0
NZFT_01005,korean teachers' credit union (ktcu),Korean Teachers' Credit Union (KTCU),False,,"Korea, Republic",East Asia and Pacific,Asset Owner,Pension Fund,Medium-large,39401.0
NZFT_01006,kotak mahindra asset management,Kotak Mahindra Asset Management,False,PRI,India,South Asia,Asset Manager,Asset Manager,Medium-small,5100.0
NZFT_01007,kpa pensionsförsäkring ab,KPA Pensionsförsäkring AB,False,,Sweden,Western Europe,Asset Owner,Pension Fund,Medium-small,15581.0
NZFT_01008,kps capital partners,KPS Capital Partners,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-small,17036.0
NZFT_01009,kutxabank,Kutxabank,False,PCAF,Spain,Western Europe,Bank,Universal Bank,Large,71280.0
NZFT_01010,kuwait investment authority,Kuwait Investment Authority,False,,Kuwait,Middle East and North Africa,Asset Owner,Sovereign Wealth Fund,Large,846000.0
NZFT_01011,kyobo life insurance,Kyobo Life Insurance,False,PSI,"Korea, Republic",East Asia and Pacific,Insurer,Insurance,Large,101155.0
NZFT_01012,kzvk kirchliche zusatzvers. rheinland-westfalen,Kirchliche Zusatzvers. Rheinland-Westfalen (KZVK),False,,Germany,Western Europe,Asset Owner,Pension Fund,Medium-large,35324.0
NZFT_01013,kåpan pensioner,Kåpan Pensioner,False,PRI,Sweden,Western Europe,Asset Owner,Pension Fund,Medium-small,11963.0
NZFT_01014,l catterton,L Catterton,False,PRI,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,21974.0
NZFT_01015,la banque postale,La Banque Postale,True,"NZBA, PRB",France,Western Europe,Bank,Universal Bank,Large,872820.0
NZFT_01016,la banque postale asset management,La Banque Postale Asset Management,False,"NZAM, CA100, PRI",France,Western Europe,Asset Manager,Asset Manager,Large,256142.0
NZFT_01017,la financière de l’echiquier,La Financière De L’Echiquier,False,"NZAM, CA100, PRI",France,Western Europe,Asset Manager,Asset Manager,Medium-small,10306.0
NZFT_01018,la française asset management,La Française Asset Management,False,"NZAM, CA100",France,Western Europe,Asset Manager,Asset Manager,Medium-large,45000.0
NZFT_01019,la mondiale retraite supplémentaire,La Mondiale Retraite Supplémentaire,False,,France,Western Europe,Asset Owner,Pension Fund,Medium-large,34415.0
NZFT_01020,laboral kutxa,Laboral Kutxa,False,,Spain,Western Europe,Asset Manager,Asset Manager,Medium-large,30355.0
NZFT_01025,lancashire county pension fund (lgps),Lancashire County Pension Fund (LGPS),False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,9650.0
NZFT_01026,landesbank baden-württemberg,Landesbank Baden-Württemberg,False,"PCAF, PRB",Germany,Western Europe,Bank,Commercial Bank,Large,344970.0
NZFT_01027,landesbank hessen-thuringen,Landesbank Hessen-Thuringen,False,,Germany,Western Europe,Asset Manager,Asset Manager,Large,169731.0
NZFT_01028,lansing linde pension scheme,Lansing Linde Pension Scheme,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,5991.0
NZFT_01029,lasalle investment management,Lasalle Investment Management,True,"NZAM, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Large,84800.0
NZFT_01030,lazard asset management,Lazard Asset Management,False,"NZAM, CA100, PRI",United Kingdom,Western Europe,Asset Manager,Asset Manager,Large,232900.0
NZFT_01031,legal & general,Legal & General,True,"PPCA, PRI",United Kingdom,Western Europe,Insurer,Insurance,Large,1399277.0
NZFT_01032,legal & general investment management,Legal & General Investment Management,True,"NZAM, CA100, IFRS, PCAF, PRI",United Kingdom,Western Europe,Asset Manager,Asset Manager,Large,1461998.0
NZFT_01033,legal & general mastertrust,Legal & General Mastertrust,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-large,25132.0
NZFT_01036,leith wheeler investment,Leith Wheeler Investment,False,PRI,Canada,US & Canada,Asset Manager,Asset Manager,Medium-large,19000.0
NZFT_01037,lendlease investment management,Lendlease Investment Management,True,"PRI, RTZ",Australia,Other Oceania,Asset Manager,REIT,Medium-large,32595.0
NZFT_01038,lennox capital partners,Lennox Capital Partners,False,"NZAM, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Medium-small,15000.0
NZFT_01039,leonard green & partners,Leonard Green & Partners,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,40870.0
NZFT_01041,letko brosseau,Letko Brosseau,False,PRI,Canada,US & Canada,Asset Manager,Asset Manager,Medium-small,13900.0
NZFT_01042,levensmiddelenbedrijf,Levensmiddelenbedrijf,False,,Netherlands,Western Europe,Asset Owner,Pension Fund,Medium-small,5833.0
NZFT_01043,lfpi,LFPI Group,False,,France,Western Europe,Asset Manager,Asset Manager,Medium-large,23485.0
NZFT_01044,lgt capital partners,LGT Capital Partners,True,"NZAM, CA100, PRI",Switzerland,Western Europe,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Large,86366.0
NZFT_01045,lgt private banking,LGT Private Banking,True,"NZBA, CA100, PCAF, PRB, PRI",Liechtenstein,Western Europe,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Large,404871.0
NZFT_01046,liberty holdings,Liberty Holdings,False,,South Africa,Sub-Saharan Africa,Insurer,Insurance,Medium-large,38000.0
NZFT_01048,libyan investment authority (lia),Libyan Investment Authority (LIA),False,,Libya,Middle East and North Africa,Asset Owner,Sovereign Wealth Fund,Medium-large,68000.0
NZFT_01049,liechtensteinische landesbank ag,Liechtensteinische Landesbank,False,"NZBA, PCAF, PRB, PRI",Liechtenstein,Western Europe,Bank,Universal Bank,Large,106845.0
NZFT_01050,life insurance corporation of india,Life Insurance Corporation of India,False,,India,South Asia,Insurer,Insurance,Large,598506.0
NZFT_01051,lifesight uk master trust (willis towers watson),Lifesight UK Master Trust (Willis Towers Watson),False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-large,18402.0
NZFT_01052,lightspeed venture partners,Lightspeed Venture Partners,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-small,11990.0
NZFT_01054,lindsell train limited,Lindsell Train Limited,False,"NZAM, IFRS, PRI",United Kingdom,Western Europe,Asset Manager,Asset Manager,Medium-large,22836.0
NZFT_01056,lion fund management,Lion Fund Management,False,,China,East Asia and Pacific,Asset Manager,Asset Manager,Medium-large,28286.0
NZFT_01057,liontrust asset management,Liontrust Asset Management,False,NZAM,United Kingdom,Western Europe,Asset Manager,Asset Manager,Medium-large,34794.0
NZFT_01058,liuna pension fund of central and eastern canada,Liuna Pension Fund of Central and Eastern Canada,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,8231.0
NZFT_01059,lloyds banking group,Lloyds Banking Group,True,"NZBA, BEI, PCAF, PPCA, PRB, PRI, PSI",United Kingdom,Western Europe,Bank,Commercial Bank,Large,1134812.0
NZFT_01060,lloyds banking group pensions trustees limited,Lloyds Banking Group Pensions Trustees Limited,False,PAAO,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-large,26721.0
NZFT_01061,lloyds wealth management,Lloyds Wealth Management,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-large,40771.0
NZFT_01062,local authorities pension plan (lapp),Local Authorities Pension Plan (LAPP),False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-large,46714.0
NZFT_01063,local pensions partnership investments (lppi),Local Pensions Partnership Investments (LPPI),False,"NZAM, CA100, OPSC, PRI",United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-large,21139.0
NZFT_01064,localtapiola asset management ltd,Localtapiola Asset Management,False,"NZAM, CA100, PRI, PSI",Finland,Western Europe,Asset Manager,Asset Manager,Medium-small,11769.0
NZFT_01066,lombard odier investment managers,Lombard Odier Investment Managers,True,"NZAM, CA100, PRI",Switzerland,Western Europe,Asset Manager,Asset Manager,Medium-large,45000.0
NZFT_01067,london co.,The London Company,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-small,15615.0
NZFT_01068,london pensions fund authority,London Pensions Fund Authority,True,"PAAO, OPSC",United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,7293.0
NZFT_01069,longfellow investment,Longfellow Investment,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-small,16792.0
NZFT_01070,longshore and warehouse union pension plan (ilwu-pma),Longshore and Warehouse Union Pension Plan (ILWA-PMA),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,11242.0
NZFT_01071,los angeles capital,Los Angeles Capital,False,"CA100, IFRS, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,28058.0
NZFT_01072,los angeles city deferred compensation plan (lacdcp),Los Angeles City Deferred Compensation Plan (LACDCP),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,8919.0
NZFT_01073,los angeles city employees' retirement system (lacers),Los Angeles City Employees' Retirement System (LACERS),False,PRI,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,21436.0
NZFT_01074,los angeles county deferred compensation plan (lacdp),Los Angeles County Deferred Compensation Plan (LACDP),False,"CA100, PRI",United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,18645.0
NZFT_01075,los angeles county employees retirement association (lacera),Los Angeles County Employees Retirement Association (LACERA),False,"CA100, IFRS, PRI",United States of America,US & Canada,Asset Owner,Pension Fund,Large,72167.0
NZFT_01077,los angeles department of water and power retirement plan (ladwp),Los Angeles Department of Water and Power Retirement Plan (LADWP),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,19026.0
NZFT_01078,los angeles fire and police pension plan (lafpp),Los Angeles Fire and Police Pension Plan (LAFPP),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,28980.0
NZFT_01079,lothian pension fund (lgps),Lothian Pension Fund (LGPS),False,"CA100, OPSC, PRI",United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,12854.0
NZFT_01086,louisiana state employees retirement system (lasers),Louisiana State Employees Retirement System (LASERS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,13425.0
NZFT_01088,lsv asset management,LSV Asset Management,False,PRI,United States of America,US & Canada,Asset Manager,Asset Manager,Large,92000.0
NZFT_01089,lufthansa pension gmbh & co. kg/lufthansa pension beteiligungs gmbh,Lufthansa Pension,False,,Germany,Western Europe,Asset Owner,Pension Fund,Medium-large,17613.0
NZFT_01090,lupus alpha asset management,Lupus alpha Asset Management,False,PRI,Germany,Western Europe,Asset Manager,Asset Manager,Medium-small,16560.0
NZFT_01091,luther king capital,Luther King Capital Management (LKCM),False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,26634.0
NZFT_01092,lvm,LVM Pensionsfonds ,False,,Germany,Western Europe,Asset Owner,Pension Fund,Medium-small,8232.0
NZFT_01093,länsförsäkringar liv,Länsförsäkringar Liv,False,,Sweden,Western Europe,Asset Owner,Pension Fund,Medium-large,27829.0
NZFT_01094,lægernes pension (danish medical doctors’ pension fund),Lægernes Pension (Danish Medical Doctors’ Pension Fund),False,"NZAOA, PAAO, PRI",Denmark,Western Europe,Asset Owner,Pension Fund,Medium-large,19780.0
NZFT_01095,lærernes pension,Lærernes Pension,False,"PAAO, CIC",Denmark,Western Europe,Asset Owner,Pension Fund,Medium-large,21978.0
NZFT_01096,lífeyrissjóður starfsmanna ríkisins,Lífeyrissjóður Starfsmanna Ríkisins (LSR),False,,Iceland,Western Europe,Asset Owner,Pension Fund,Medium-small,8391.0
NZFT_01097,lífeyrissjóður verslunarmanna,Lífeyrissjóður Verslunarmanna,False,PRI,Iceland,Western Europe,Asset Owner,Pension Fund,Medium-small,7270.0
NZFT_01098,lønmodtagernes dyrtidsfond (ld),Lønmodtagernes Dyrtidsfond (LD),False,,Denmark,Western Europe,Asset Owner,Pension Fund,Medium-small,11066.0
NZFT_01100,m&g plc,M&G Plc,True,"NZAM, NZAOA, CA100, PPCA, PRI",United Kingdom,Western Europe,Asset Manager,Asset Manager,Large,429921.0
NZFT_01101,m&g wealth management,M&G Wealth Management,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,7061.0
NZFT_01102,m&s pension trust,M&S Pension Trust,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,16177.0
NZFT_01103,mackenzie investments,Mackenzie Investments,False,"NZAM, CA100, IFRS, PRI",Canada,US & Canada,Asset Manager,Asset Manager,Large,158220.0
NZFT_01104,macquarie asset management,Macquarie Asset Management,False,"NZAM, CA100, IFRS, PRI",Australia,Other Oceania,Asset Manager,Asset Manager,Large,575727.0
NZFT_01105,macquarie group,Macquarie Group,True,,Australia,Other Oceania,Bank,Investment Bank,Large,580328.0
NZFT_01106,macquarie superannuation plan,Macquarie Superannuation Plan,False,,Australia,Other Oceania,Asset Owner,Pension Fund,Medium-large,25319.0
NZFT_01107,madison investments,Madison Investments,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,28000.0
NZFT_01108,magellan asset management,Magellan Asset Management,False,PRI,Australia,Other Oceania,Asset Manager,Asset Manager,Medium-large,25231.0
NZFT_01109,magellan financial group,Magellan Financial Group,True,NZAM,Australia,Other Oceania,Asset Manager,Asset Manager,Medium-large,22655.0
NZFT_01110,magnetar capital,Magnetar Capital,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Hedge Fund,Medium-small,15702.0
NZFT_01112,maif,MAIF,False,"NZAOA, CA100, PRI",France,Western Europe,Insurer,Insurance,Medium-large,23805.0
NZFT_01113,maine public employees retirement system (mpers),Maine Public Employees Retirement System (MPERS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,18654.0
NZFT_01115,man group plc,Man Group ,True,"NZAM, CA100, CPLC, PRI",United Kingdom,Western Europe,"PE, VC, and Hedge Fund",Hedge Fund,Large,168600.0
NZFT_01116,mandarine gestion,Mandarine Gestion,False,"NZAM, CA100, PRI",France,Western Europe,Asset Manager,Asset Manager,Medium-small,6000.0
NZFT_01117,manulife,Manulife,True,,Canada,US & Canada,Insurer,Insurance,Large,869339.0
NZFT_01118,mapfre s.a.,Mapfre ,False,"NZAOA, PRI, PSI",Spain,Western Europe,Insurer,Insurance,Medium-large,50480.0
NZFT_01119,maple-brown abbott limited,Maple-Brown Abbott Limited,True,"NZAM, CA100, PRI",Australia,Other Oceania,Asset Manager,Asset Manager,Medium-small,11800.0
NZFT_01120,marathon-london,Marathon-London,False,,United Kingdom,Western Europe,Asset Manager,Asset Manager,Medium-large,39000.0
NZFT_01122,marshall wace,Marshall Wace,False,"CA100, PRI",United Kingdom,Western Europe,"PE, VC, and Hedge Fund",Hedge Fund,Medium-large,35171.0
NZFT_01123,martin currie investment management,Martin Currie Investment Management,False,"NZAM, PRI",United Kingdom,Western Europe,Asset Manager,Asset Manager,Medium-small,9600.0
NZFT_01125,maryland state retirement and pension system (msrps),Maryland State Retirement and Pension System (MSRPS),False,"IFRS, PRI",United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,63269.0
NZFT_01126,mason stevens superannuation fund,Mason Stevens Superannuation Fund,False,,Australia,Other Oceania,Asset Owner,Pension Fund,Medium-small,6700.0
NZFT_01128,massachusetts deferred compensation program,Massachusetts Deferred Compensation Program,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,11456.0
NZFT_01129,massachusetts financial services,Massachusetts Financial Services,False,"NZAM, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Large,619600.0
NZFT_01130,massachusetts institute of technology retirement plan,Massachusetts Institute of Technology Retirement Plan,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,11703.0
NZFT_01132,massachusetts pension reserves investment management board,Massachusetts Pension Reserves Investment Management Board,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Large,95241.0
NZFT_01133,massmutual,Massmutual,False,PCAF,United States of America,US & Canada,Insurer,Insurance,Large,500000.0
NZFT_01135,matthews asia,Matthews Asia,False,IFRS,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-small,7141.0
NZFT_01136,mawer investment management,Mawer Investment Management,False,PRI,Canada,US & Canada,Asset Manager,Asset Manager,Large,86700.0
NZFT_01137,maybank,Maybank,False,NZBA,Malaysia,East Asia and Pacific,Bank,Universal Bank,Large,240483.0
NZFT_01139,meag,MEAG,False,PRI,Germany,Western Europe,Asset Manager,Asset Manager,Medium-large,65205.0
NZFT_01142,media pno,PNO Media,False,,Netherlands,Western Europe,Asset Owner,Pension Fund,Medium-small,7466.0
NZFT_01143,mediobanca,Mediobanca,True,"NZBA, PCAF, PRB, PRI",Italy,Western Europe,Bank,Investment Bank,Large,74002.0
NZFT_01144,mediolanum,Mediolanum,False,,Italy,Western Europe,Asset Manager,Asset Manager,Large,104328.0
NZFT_01145,meiji yasuda asset management company ltd.,Meiji Yasuda Asset Management Company ,False,"NZAM, PRI",Japan,East Asia and Pacific,Asset Manager,Asset Manager,Medium-large,27000.0
NZFT_01146,meiji yasuda life insurance company,Meiji Yasuda Life Insurance Company,True,"NZAOA, PCAF, PRI",Japan,East Asia and Pacific,Insurer,Insurance,Medium-large,22543.0
NZFT_01147,meitav dash pension,Meitav Dash Pension,False,,Israel,Middle East and North Africa,Asset Owner,Pension Fund,Medium-small,9272.0
NZFT_01149,menora mivtachim pension,Menora Mivtachim Pension,False,,Israel,Middle East and North Africa,Asset Owner,Pension Fund,Medium-large,19231.0
NZFT_01150,mercer,Mercer,True,"CA100, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Large,613000.0
NZFT_01151,mercer super trust,Mercer Super Trust,False,,New Zealand,Other Oceania,Asset Owner,Pension Fund,Medium-large,43976.0
NZFT_01153,meridiam sas,Meridiam SAS,False,"NZAM, PRI",France,Western Europe,Asset Manager,Asset Manager,Medium-large,22000.0
NZFT_01154,merseyside pension fund (lgps),Merseyside Pension Fund (LGPS),False,"CA100, PRI",United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,7500.0
NZFT_01155,mesirow,Mesirow,False,PRI,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,45722.0
NZFT_01156,metlife,Metlife,True,"IFRS, PRI",United States of America,US & Canada,Insurer,Insurance,Large,499516.0
NZFT_01157,metrics credit partners,Metrics Credit Partners,False,"NZAM, PCAF, PRI",Australia,Other Oceania,Asset Manager,Asset Manager,Medium-large,23000.0
NZFT_01159,metzler asset management,Metzler Asset Management,False,"NZAM, PRI",Germany,Western Europe,Asset Manager,Asset Manager,Large,83160.0
NZFT_01160,metzler pensionsfonds,Metzler Pensionsfonds,False,,Germany,Western Europe,Asset Owner,Pension Fund,Medium-small,7009.0
NZFT_01161,meubelindustrie en meubileringsbedrijven,Meubelindustrie en Meubileringsbedrijven,False,,Netherlands,Western Europe,Asset Owner,Pension Fund,Medium-small,5148.0
NZFT_01162,michelin pensions trust limited,Michelin Pensions Trust Limited,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,5954.0
NZFT_01163,michigan municipal employees retirement system (mmers),Michigan Municipal Employees Retirement System (MMERS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,14939.0
NZFT_01164,michigan office of retirement services,Michigan Office of Retirement Services,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Large,109513.0
NZFT_01165,michigan state university retirement plan,Michigan State University Retirement Plan,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,7508.0
NZFT_01166,mid-america carpenters pension fund,Mid-America Carpenters Pension Fund,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,6442.0
NZFT_01168,midocean partners,MidOcean Partners,False,"NZAM, PRI",United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-small,11000.0
NZFT_01169,migdal makefet pension,Migdal Makefet Pension,False,,Israel,Middle East and North Africa,Asset Owner,Pension Fund,Medium-large,30685.0
NZFT_01170,migros-pensionskasse,Migros-Pensionskasse,False,,Switzerland,Western Europe,Asset Owner,Pension Fund,Medium-large,24778.0
NZFT_01171,military superannuation and benefits fund,Military Superannuation and Benefits Fund,False,,Australia,Other Oceania,Asset Owner,Pension Fund,Medium-large,56636.0
NZFT_01172,millennium management,Millennium Management,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Hedge Fund,Medium-large,67895.0
NZFT_01173,milwaukee city employees retirement system (mcers),Milwaukee City Employees Retirement System (MCERS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,5655.0
NZFT_01175,mine superannuation fund,Mine Superannuation Fund,False,,Australia,Other Oceania,Asset Owner,Pension Fund,Medium-small,9328.0
NZFT_01176,mineworkers' pension scheme,Mineworkers' Pension Scheme,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,14979.0
NZFT_01178,minnesota state board of investment,Minnesota State Board of Investment,True,"CA100, PRI",United States of America,US & Canada,Asset Owner,Pension Fund,Large,95177.0
NZFT_01180,minsheng royal fund,Minsheng Royal Fund,False,,China,East Asia and Pacific,Asset Manager,Asset Manager,Large,141261.0
NZFT_01182,mirabaud group,Mirabaud Group,False,"NZAM, CA100, PRI",Switzerland,Western Europe,Asset Manager,Asset Manager,Medium-large,35585.0
NZFT_01183,mirae asset global investments (hong kong) limited,Mirae Asset Global Investments (Hong Kong) ,False,"NZAM, CA100, PCAF, PRI",Hong Kong,East Asia and Pacific,Asset Manager,Asset Manager,Large,272000.0
NZFT_01184,mirova,Mirova,False,"NZAM, CA100, PRI",France,Western Europe,Asset Manager,Asset Manager,Medium-large,34500.0
NZFT_01185,missionsquare investments,Missionsquare Investments,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Large,72000.0
NZFT_01186,mississippi public employees retirement system (pers mississippi),Mississippi Public Employees Retirement System (PERS Mississippi),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,33134.0
NZFT_01187,missouri local government employees retirement system,Missouri Local Government Employees Retirement System,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,10106.0
NZFT_01189,missouri state employees retirement system (mosers),Missouri State Employees Retirement System (MOSERS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,53527.0
NZFT_01190,mitsubishi estate group,Mitsubishi Estate Group,True,RTZ,Japan,East Asia and Pacific,Asset Manager,REIT,Medium-large,48194.0
NZFT_01191,mitsubishi ufj financial group,Mitsubishi Ufj Financial Group,True,"PCAF, PRB",Japan,East Asia and Pacific,Bank,Universal Bank,Large,2700000.0
NZFT_01192,mitsui fudosan investment,Mitsui Fudosan Investment,True,,Japan,East Asia and Pacific,Asset Manager,REIT,Medium-large,34868.0
NZFT_01193,mizuho financial group,Mizuho Financial Group,True,"PCAF, PRB",Japan,East Asia and Pacific,Bank,Universal Bank,Large,474710.0
NZFT_01194,mlc asset management,MLC Asset Management,False,,Australia,Other Oceania,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Large,98465.0
NZFT_01195,mlc super fund,MLC Super Fund,False,,Australia,Other Oceania,Asset Owner,Pension Fund,Medium-large,54637.0
NZFT_01196,mlc superannuation fund,MLC Superannuation Fund,False,,Australia,Other Oceania,Asset Owner,Pension Fund,Medium-small,16658.0
NZFT_01198,mmi holdings,MMI Holdings,False,,South Africa,Sub-Saharan Africa,Asset Manager,Asset Manager,Medium-large,49524.0
NZFT_01199,mn services,MN Services,False,,Netherlands,Western Europe,Asset Manager,Asset Manager,Large,96526.0
NZFT_01201,mondrian investment partners,Mondrian Investment Partners,True,PRI,United Kingdom,Western Europe,Asset Manager,Asset Manager,Medium-large,45343.0
NZFT_01203,montana board of investments (mboi),Montana Board Of Investments (MBOI),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,14209.0
NZFT_01205,montgomery county employees retirement system (mcers),Montgomery County Employees Retirement System (MCERS),False,PRI,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,7408.0
NZFT_01207,morgan stanley,Morgan Stanley,True,"IFRS, PCAF",United States of America,US & Canada,Bank,Investment Bank,Large,1666000.0
NZFT_01208,morrison,Morrison,False,PRI,New Zealand,Other Oceania,Asset Manager,Asset Manager,Medium-large,25000.0
